,text,category
298," SACRAMENTO, Calif. (Reuters) - Laura Russo is just the kind of voter the Republicans need, but the party’s proposed tax overhaul, which includes limits on the deductions for mortgage interest, state taxes and property taxes, is pushing her away.  “I would be dramatically affected,” she said. An airline pilot and single mother of two, she says that like many in her affluent Loudoun County, Virginia, neighborhood she stretched to buy her home. She fears it will become harder to sell that house or pay her other tax bills if President Donald Trump signs the plan into law.  Russo, 52, said she had voted for the Republican in every presidential race since 1992 until last year when she picked Hillary Clinton. She still voted for Barbara Comstock, the Republican who represents her district in Congress.  “I will not do that again,” she said. “The tax bill is the straw that broke the camel’s back.”  Russo is one of thousands of homeowners in Republican-leaning areas who could be hit by the elimination or reduction of tax breaks for homeowners, a Reuters analysis of federal mortgage and tax data shows, potentially opening those districts to a Democratic challenge in the November 2018 mid-term elections.  The plans are expected to affect mainly the Democratic-leaning “blue states” such as California, New Jersey and New York where homes are expensive, mortgages are huge and state and local taxes tend to be high.  But while these blue states will be hardest hit, county level data also shows there is a significant number of Republican enclaves in districts expected to be hotly contested in next year's polls that will feel the pain. Republican leaning pockets in blue or swing states, such as Orange County, California, or Loudoun County, Virginia, tend to have high property values – and thus the higher mortgages. Many of these areas also tend to have higher state and local income taxes.   Larry Sabato, director of the non-partisan Center for Politics at the University of Virginia, estimates that there are 16 counties where 2018 races will be toss-ups between Republican incumbents and Democratic challengers.  Reuters data shows that almost half of those counties have an above-average share of new mortgages worth more than $500,000, which is a proposed cap for tax deductions. The results are similar for districts selected as 50-50 ones by The Cook Political Report, a non-partisan newsletter that analyzes U.S. elections.  Among those on Cook’s list is a district in Harris County in the deep-red state of Texas. Even though the state has no income tax, thousands of residents of the district, which includes Houston, deduct taxes owed in other states because of work or business done there, and property taxes - the nation’s sixth-highest.  Democrats need 24 more seats to win lower house majority from the Republicans, who now control the White House and both houses of Congress. Nancy Pelosi, the House Minority Leader, said in a fundraising note Democrats were rushing out “rapid-response ads” targeting swing voters to capitalize on the concerns, while Kevin Brady, Republican chairman of the House Ways and Means Committee, said on CNBC on Tuesday his party’s leadership was working on ways to mollify Republicans in blue states.  That concern is felt on the ground too. Will Estrada, chairman of the Republican party in Loudoun County, said he firmly believed the tax plan would deliver savings to most people. But he said that if Democrats are right and many middle class voters face higher bills, “the GOP is going to be toast in 2018.”  The bill passed by the U.S. House of Representatives on Nov. 16 let homeowners who take out new mortgages deduct only the interest paid on the first $500,000 of a mortgage. It also ends deductions for state and local income taxes, and caps deductions for property taxes at $10,000.  The Senate’s plan, passed on Saturday, would keep the mortgage interest deduction as is, on any mortgage up to $1 million, but agrees with the House on state, local and property taxes. The two houses of Congress are now reconciling the two versions.  The Reuters data analysis shows that 37 percent of the total mortgages issued in Orange County in 2016 were above $500,000 and 26 percent in Loudon County. Both include districts represented by Republicans and have some of the highest rates of expensive mortgages in the country.  Comstock, who retained her Virginia seat by 3 percentage points, voted for the House bill, but later asked for changes on deductions, saying through a spokesman that she sought “the best possible tax package for all of her constituents.” In Orange County, Republican Representative Darrel Issa voted against the House version, in part, because of how it will affect homeowners. Neither California Republican Dana Rohrabacher, who also voted against the bill, nor Issa would comment on a possible backlash from voters.  Home buyers in expensive areas count on the mortgage interest deduction to make their payments manageable, said Lawrence Yun, chief economist for the National Association of Realtors, which opposes any changes to the deductions.  Yun says his analysis suggests curbing the mortgage interest deduction would lead to as much as an 8 percent drop in housing values nationwide, and cutting property tax deductions could lead to a further drop of up to 3 percent because it would make buying and selling homes more costly.  “Not just in high cost states like Illinois and California, but relatively speaking in places like Wisconsin, Michigan, Pennsylvania, which were critical in swaying the presidential election,” he said.  Other economists think the impact may be smaller. As refinancing of mortgages becomes less popular and consumers begin paying debt down faster, the market would rebalance, said Richard Green, director of the Lusk Center for Real Estate at the University of Southern California, who forecasts a 5 percent decline in home values.  California’s Placer County northeast of Sacramento, where the median home sells for more than $440,000, remains a Republican enclave. But local Republicans have noticed that each year fewer residents vote Republican and their web page bears the slogan, “Keep Placer Red.”  To do that, the party will have to keep the loyalty of Republicans like Rudy Coscia, a 36-year-old plastic surgeon who just took out a $900,000 mortgage to buy a four-bedroom house in Granite Bay for $1.1 million.  Coscia is counting on mortgage interest and property tax deductions as he is also making payments on $200,000 worth of medical school loans and $400,000 he borrowed to get his practice started.  “They’re hurting their base,” he said. “You’d think they’d be trying not to hurt the people who voted for them.”  ",politicsNews
299,"WASHINGTON (Reuters) - The U.S. Justice Department said Wednesday it is seeking a warrant so it can seize an ancient ring believed to be trafficked by the Islamic State of Iraq and Syria, the militant organization also known as “ISIS.” The department also said it was amending a year-old forfeiture complaint it had filed in the U.S. District Court for the District of Columbia to add three more antiquities. The ancient ring being sought by the U.S. government is believed to be in the hands of Turkish law enforcement, after it was confiscated from a Syrian antiquities trafficker. ",politicsNews
300,"(Reuters) - U.S. Senator Dick Durbin, the No. 2 Democrat in the Senate, said on Wednesday that fellow Democrat Al Franken should resign in light of sexual misconduct allegations against him. “Senator Franken’s behavior was wrong. He has admitted to what he did. He should resign from the Senate,” Durbin said on Twitter. Durbin marked the 15th Democratic senator, including third-ranking Democrat Patty Murray, to call on Wednesday for Franken to step down. ",politicsNews
301,"WASHINGTON (Reuters) - The U.S. Congress may be able to wrap up tax negotiations before Dec. 22 and send a final bill to President Donald Trump, Republican Senator John Cornyn said on Wednesday. The Senate will vote on Wednesday whether go to conference with the House of Representatives on tax legislation. The House voted on Monday. Cornyn, the No. 2 Senate Republican, said he thought tax negotiators should be able to meet a Trump administration request to iron out the differences between the two bills before Dec. 22. “They won’t be rewriting the bills, they’ll just be trying to reconcile those differences and I hope that can be done quickly because we need to get this to the president,” Cornyn told reporters. ",politicsNews
302,"(Reuters) - U.S Democratic Senator Al Franken will make an announcement on Thursday, his office said, after several Democratic senators called for him to step down in light of allegations of sexual misconduct against him.  His office offered no further details in a brief statement on Wednesday. ",politicsNews
303,"(Reuters) - A day after President Donald Trump endorsed U.S. Senate candidate Roy Moore of Alabama, Trump’s former chief strategist Steve Bannon campaigned in the state, telling a crowd that allegations of sexual misconduct against Moore were part of a smear campaign to keep him from office.  “They want to destroy Judge Roy Moore and you know why?” Bannon asked at the rally in Fairhope, Alabama. “They want to take your voice away.” Trump originally supported Moore’s opponent in the Republican primary, Luther Strange, who was favored by Senate Majority Leader Mitch McConnell and other members of the Republican establishment. Moore defeated Strange in the primary and now faces Democrat Doug Jones in the Dec. 12 special election to replace Jeff Sessions, who became U.S. Attorney General in the Trump administration.  Bannon, who left the White House in August after a power struggle and rejoined the Breitbart News Network right-wing website, was a major proponent of Trump’s “America First” agenda during the 2016 election campaign.  Trump, Bannon said, “understands where Roy Moore stands.” He called the Alabama Senate race “a referendum on the Trump program.”  Moore, 70, has been accused of sexual misconduct with teenage girls when he was in his 30s. Moore denies the allegations. Reuters has not independently verified the reports. The allegations initially had Trump keeping his distance from Moore, but he has grown more vocal in his support this week, as public opinion polls show Moore holding a slight lead over Jones. Bannon remained steadfast in support of Moore. Bannon has pledged to back candidates in Senate primaries next year who oppose retaining McConnell as the Senate’s leader, contending that he has stalled Trump’s policy agenda.  When the accusations against Moore were first reported, McConnell called on Moore to drop out of the race. More recently, however, McConnell has tempered his view, saying Alabama voters should determine whether Moore should be elected.  In his remarks, Moore repeatedly mocked McConnell. “The folks in Alabama were always going to decide, Mitch,” he said. “They have no interest in what you have to say.” And while Republicans appear divided over Moore’s candidacy, Trump’s endorsement prompted the Republican National Committee to reverse course and expend resources to back Moore.  The RNC cut ties with Moore last month when the accounts of women who said he had sexually abused them were reported in the Washington Post. ",politicsNews
304,"BRUSSELS (Reuters) - U.S. Secretary of State Rex Tillerson said there was no truth in reports that the White House had a plan to fire him and replace him with CIA chief Mike Pompeo. Directly addressing the issue at a news conference at NATO, Tillerson dismissed last week’s reports that have overshadowed his week-long trip to Europe, as allies yearn for stability in U.S. foreign policy. “This is a narrative that keeps coming up about every six weeks and I would say you need to get some new sources because your story keeps being wrong,” he told reporters when asked whether the White House was pushing him out. While Trump said last week he was not leaving and Tillerson said the reports were “laughable”, Trump has also said he alone determines U.S. foreign policy, saying in a tweet on Friday: “I call the final shots.” In a trip that will also take him to Vienna and Paris, Tillerson, a former Exxon Mobil Corp chief executive who has been at odds with Trump over issues such as North Korea, has sought to reassure European governments and U.S. diplomats that he is in control. In Brussels on Tuesday, Tillerson said the U.S. State Department, which still has top positions unmanned, was “in a much better position to advance America’s interests around the world than we were 10 months ago.”  Under the White House plan reported by Reuters and other media last week, Tillerson would be replaced within weeks by CIA Director Mike Pompeo, a Trump loyalist and foreign policy hard-liner, under a White House plan to carry out the most significant staff shake-up so far of the Trump administration. U.S. Republican Senator Tom Cotton, one of Trump’s staunchest defenders in Congress, would be tapped to replace Pompeo at the Central Intelligence Agency, officials said. Tillerson, 65, has spent much of his tenure trying to smooth the rough edges of the “America First” foreign policy that has alarmed Trump’s allies, but the president has publicly undercut the secretary of state’s diplomatic initiatives. At the EU and NATO this week, Tillerson espoused a more traditional U.S. foreign policy, defending the Iran nuclear deal agreed by world powers in 2015, warning of a more assertive Russia and saying he had become “quite close” with Germany’s foreign minister Sigmar Gabriel. ",politicsNews
305,"WASHINGTON (Reuters) - U.S. Senate Majority Leader Mitch McConnell said the Senate will  vote later on Wednesday on whether to send its tax legislation to a conference to hammer out differences with the U.S. House of Representatives’ version of the plan.  Speaking on the chamber’s floor, McConnell also said Congress later this week would pass a short-term continuing resolution measure to continue funding the federal government while lawmakers work on a longer-term spending bill. He did not give any dates.  ",politicsNews
306,"WASHINGTON (Reuters) - Less than 24 hours after Donald Trump took office, his presidency started generating controversy.  Photographs showing that the crowd at Trump’s swearing-in was smaller than at Barack Obama’s first presidential inauguration in 2009 caused the first ruckus in his administration - but not the last.  Trump’s first year in office was colored by an investigation into whether his campaign colluded with the Russian government to affect the election outcome, insults and threats of war with North Korea, and an effort to pass business-friendly legislation.  From the start, the White House took a combative approach, accusing the media of framing photographs of the inauguration in a way that appeared to understate the crowd size.  Press Secretary Sean Spicer argued that the images were not what they seemed and that crowds of historic size watched Trump take the oath of office. Protests would become a hallmark of Trump’s first year. On Jan. 21, the day after the inauguration, hundreds of thousands of women jammed the streets of Washington to demonstrate opposition to Trump. A week after taking office, the Republican president signed an executive order to prevent citizens of seven predominately-Muslim countries from traveling to the United States. Known by critics as the “Muslim ban,” protesters quickly demonstrated at airports in opposition.   Trump would ignite protests again in August, when he was asked to respond to white nationalists marching in Charlottesville, Virginia, including one who drove his car into a crowd of counter-protesters, killing a woman. The president argued there were bad people “on both sides.”  Following his remarks, business leaders resigned from Trump’s business councils and the panels were disbanded.     A defining feature of Trump’s first year in office was the investigation into whether his campaign colluded with Russia during the election. Trump ignited a political firestorm in May when he fired Federal Bureau of Investigation Director James Comey, who had been leading an investigation into possible collusion by the Trump 2016 presidential campaign with Russia to influence the election outcome. Russia has denied meddling in the election and Trump has denied any collusion. Soon afterward, the Justice Department named former FBI chief Robert Mueller as special counsel to lead the investigation. Paul Manafort, who had briefly served as Trump’s campaign manager, and his business associate Rick Gates were indicted by Mueller’s team in October, accused of illegally lobbying on behalf of foreign governments. A month later, Michael Flynn, who briefly served under Trump as U.S. national security adviser, pleaded guilty to lying to the FBI about his conversations last December with Russia’s then-ambassador in Washington just weeks before Trump took office. Trump has also found himself embroiled in a war of words with North Korea over its missile program, exchanging insults and threats with North Korean leader Kim Jong Un. At home, Trump has struggled to enact sweeping changes he promised on the campaign trail.  He threatened to withdraw the United States from the North American Free Trade Agreement (NAFTA), but business lobbyists persuaded him to renegotiate it. Trump signed an executive order setting up talks on the trilateral trade deal, which has hit roadblocks with Mexico and Canada.     Trump’s team also failed to repeal the Affordable Care Act, known as Obamacare despite Republican control of the White House and Congress. It was not until December that Trump made headway on major legislative change as both chambers of Congress passed a sweeping tax overhaul.  The bill must be reconciled with a different version approved by the House of Representatives, but the Senate bill is expected to remain largely intact. (Click on reut.rs/2Asabau to see a related photo essay) ",politicsNews
307,"WASHINGTON (Reuters) - Democrats have a rare chance to win major concessions in a U.S. Congress they do not control by taking advantage of a battle within the Republican Party over keeping the government open.  With a Friday deadline looming when most funding for federal agencies runs out, Democrats finally have some clout. But their power is strongest while the Republicans in Congress remain fractured and fighting.  The showdown with Republicans could come to a head on Thursday when Democrats are expected to press their demands to President Donald Trump at a White House meeting. For Trump, the complex, and very public, battle over the shutdown will also be a demonstration of his ability to deliver on a central 2016 campaign promise of adding billions of dollars to the U.S. military budget. That issue is at the core of Republicans’ behind-the-scenes negotiations with Democrats. Most Republicans want a defense buildup. But many also want to limit government spending. While many Democrats also support bolstering defense, they insist on raising spending on non-defense programs too.  Democrats’ top two demands include passage of legislation that has eluded them for 16 years: protecting from deportation nearly 700,000 young people known as “Dreamers,” whose parents brought them illegally to the United States as children. The Democrats also want to shore up Obamacare by reversing Trump’s decision to stop monthly subsidy payments to insurance companies offering healthcare policies to lower-income people. Democrats will enter the White House meeting knowing their support is crucial to Senate Republicans passing any spending bills. Republicans control the chamber by 52-48, but need 60 vote for passage of most spending measures. While a partial government shutdown would keep emergency services and the military mainly operating, thousands of operations would be suspended, such as the operation of national parks. Republicans have clear control of the House of Representatives. But a core of conservative Republicans who consistently vote against funding bills in their drive for smaller government could balk. Democrats have a history of strongly supporting stopgap funding bills, providing the cushion for victory in the Republican House. Conservative Republicans said on Tuesday they would try to pass temporary spending bills without House Democrats’ support. If so, it is unclear whether such a bill could clear the Senate, where Democratic votes are necessary to pass most bills.   There is another wild card for both parties in Thursday’s meeting: Trump. Democrats will test the unpredictable president to see whether he is willing to go the bipartisan route in order to keep federal agencies running smoothly or whether he will be in a confrontational mood. In May, angry he did not win money to build his promised wall along the border with Mexico, Trump said the United States needed a “good shutdown” to force his agenda on Congress. Just last week, he wrote on Twitter about the spending bills: “I don’t see a deal.” Democrats are counting on the bipartisan Trump showing up, betting that he and fellow Republicans in Congress do not want to leave the immigration legislation, popularly known as the Dreamers Act, to fester until a March deadline, so close to the 2018 congressional election season. Chuck Schumer, Senate minority leader, and Nancy Pelosi, House minority leader, are calculating that voters’ wrath would rain down on Republicans if the government lights go out. Republicans would blame Democrats. At a news conference last Thursday, House Speaker Paul Ryan said that if Democrats vote against the temporary spending bill because they have not won their demands, “then they will have chosen to shut the government down.” Republicans already are trying to exploit possible differences among Democrats over whether to link support for the stopgap spending bill to the immigration measure. Democratic Senator Dianne Feinstein said she expected Democrats to vote for the government funding bill this week, telling Reuters in an interview that while it “is important to all of us” to take care of the Dreamers, “I don’t think we should shut the government down.” Senator Dick Durbin, the chamber’s No. 2 Democrat, told the Washington Post last week he would oppose any spending bill if Congress had not first taken care of the Dreamers. On Tuesday, Schumer noted there were “good negotiations” under way on the immigration measure. This week’s vote to keep the government operating on temporary funding is likely to be the first of a three-step process that could stretch to Jan. 31. A second step would be another short-term funding bill, followed by one to fund the government through the fiscal year ending Sept. 30. ",politicsNews
308,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utah’s MAGNIFICENT Capitol. It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante... here [1246 EST] - Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: here [1813 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews
309,"WASHINGTON (Reuters) - Republicans in U.S. House of Representatives began staking out their positions on final tax legislation on Tuesday, days ahead of talks with the Senate to shape the tax package lawmakers hope to send to President Donald Trump by year end. While lawmakers expect a smooth reconciliation of rival House and Senate tax bills, House Republicans have taken issue with several items in the Senate’s legislation - from a one-year delay in cutting the corporate tax rate to 20 percent to the sunsetting of individual tax cuts after 2025. House Ways and Means Committee Chairman Kevin Brady said lawmakers are determined to eliminate the alternative minimum taxes (AMTs) on corporations and individuals that the Senate bill retained.  “House members ... feel strongly that the House position should be to repeal permanently both the individual and the corporate,” said Brady, who is expected to chair the House-Senate negotiations that could begin next week. The corporate and individual AMTs are designed to limit the ability of corporations and wealthy individuals to reduce their payments through tax breaks and credits. But jettisoning them could require tough decisions on how to keep the legislation below a $1.5 trillion ceiling on revenue losses. Republicans must also bridge differences on taxes for corporate and pass-through businesses, top earners, inheritances, individual tax brackets and repeal of the Obamacare individual health insurance mandate. Republicans hope to approve a final bill and deliver it to Trump’s desk before Christmas. If they succeed, it will be the first major U.S. tax overhaul in 31 years and the first big Republican legislative victory since Trump took office in January.   The House voted to go to conference with the Senate on Monday, and Republicans named nine conference delegates. Senate Republicans could name delegates as early as Wednesday. “My hope is that we’re done with this within 10 days to two weeks,” said Representative Kristi Noem, a Republican conference delegate and member of Brady’s committee. House Republicans are also considering a new approach to the deduction for state and local taxes. Both the House and Senate bills eliminate deductions for income and sales taxes but retain one for $10,000 in property taxes.  Republicans from high-tax states, including New York and New Jersey, have been angered by the change. But Brady said Republicans are considering the possibility of giving taxpayers an option to deduct $10,000 in state and local property taxes, income taxes or sales taxes. ",politicsNews
310,"(Reuters) - The Republican Party will resume funding the U.S. Senate campaign of Roy Moore after President Donald Trump endorsed the Alabama Republican, who is accused of sexual misconduct involving teenage girls. The Republican National Committee had transferred $50,000 to the Alabama Republican Party in support of Moore, an RNC official said on Tuesday. No RNC staff have been deployed to the state. The state party can use the money as it sees fit, the official told Reuters on condition of anonymity. Later on Tuesday, an RNC official said a second transfer for the sum of $120,000 was made to the Alabama state Republican Party on Moore’s behalf, making the total $170,000. The RNC cut ties with Moore last month after several women accused the former Alabama judge of sexual assault or misconduct when they were teenagers and Moore was in his early 30s.    Moore, 70, has denied the accusations. Reuters has not independently verified the reports. On Monday, the White House said Trump had called Moore to give him his support. In a tweet that acknowledged the president’s endorsement, Moore quoted Trump as saying: “Go get ‘em, Roy!” In a sign of the deep divide within the Republican Party around the allegations facing Moore, former U.S. presidential candidate Mitt Romney criticized Trump’s endorsement, as did former RNC Chairman Michael Steele. “Roy Moore in the U.S. Senate would be a stain on the GOP and on the nation,” Romney wrote on Twitter. Senate Majority Leader Mitch McConnell said last month he believed Moore’s accusers and joined other senators in urging him to quit the race. But on Sunday, the Republican McConnell said it was up to Alabama voters to decide whether to send Moore to Washington. Moore will face off with Democratic candidate and former U.S. Attorney Doug Jones in a special election on Dec. 12. “As I have said before - I believe these women. And so should you,” Jones said in speech on Tuesday. At the White House, Trump told reporters he thought Moore was going to do “very well” in next week’s election.  “We don’t want to have a liberal Democrat in Alabama,” Trump said. “We want strong borders, we want stopping crime, we want to have the things that we represent. And we certainly don’t want to have a liberal Democrat that’s controlled by Nancy Pelosi and controlled by Chuck Schumer,” he added in reference to the Democratic leaders of the U.S. House of Representatives and Senate.   ",politicsNews
311,"WASHINGTON (Reuters) - The U.S. Senate on Tuesday confirmed President Donald Trump’s choice to lead the Department of Homeland Security (DHS), a post that opened after John Kelly became Trump’s chief of staff earlier this year. Senators voted 62-37 to confirm Kirstjen Nielsen, formerly Kelly’s deputy in the White House and his chief of staff when he led DHS. She is considered a cyber security expert and previously served in the administration of Republican President George W. Bush. Nielsen, 45, will take the reins of a department with more than 240,000 employees responsible for immigration enforcement, U.S. border and airport security, disaster response, and protecting U.S. infrastructure from cyber attacks. The agency is at the center of Trump’s efforts to enact broad changes to the U.S. immigration system. Elaine Duke, a civil servant and the DHS deputy secretary, had been serving as acting secretary since Kelly’s departure for the White House in July.  In the last five months she ha been responsible for several controversial DHS decisions, including the end of temporary protected status for thousands of immigrants living in the United States. And the Federal Emergency Management Agency, a DHS entity, came under criticism for its response to the humanitarian disaster wrought by Hurricane Maria when it struck Puerto Rico in September. In a statement, Duke said she looked forward to working as Nielsen’s deputy, and said Nielsen has “a deep understanding of the issues facing the Department.” Eleven Democrats voted with nearly all Republicans to confirm Nielsen. Republican Senator Lamar Alexander did not vote, and no Republicans voted against her confirmation. House Judiciary Chairman Bob Goodlatte, a Republican, said in a statement that Nielsen would bring “the expertise and leadership needed to successfully run the Department.” Democratic Representative Bennie Thompson said in a statement that Nielsen had not yet shown “she has the ability to lead a workforce of 240,000 while keeping the country safe and secure,” and said DHS had so far been used as a “political tool of the White House.” ",politicsNews
312,"WASHINGTON (Reuters) - The U.S. House of Representatives voted on Tuesday to sharply reduce the annual $300 million in U.S. aid to the Palestinian Authority unless it take steps to stop making what lawmakers described as payments that reward violent crime. The House backed by voice vote the Taylor Force Act, named after a 29-year-old American military veteran fatally stabbed by a Palestinian while visiting Israel last year. The measure is intended to stop the Palestinians from paying stipends, referred to as “martyr payments,” to the families of militants killed or imprisoned by Israeli authorities. The payments can reach $3,500 per month. “This perverse ‘pay-to-slay’ system uses a sliding scale. The longer the jail sentence, the greater the reward. The highest payments go to those serving life sentences - to those who prove most brutal,” Republican Representative Ed Royce, chairman of the House Foreign Affairs Committee, said before the vote. Force’s attacker was killed by Israeli police, and his killer’s family receives such a monthly payment. To become law, the measure must also be passed by the U.S. Senate and signed by President Donald Trump. Similar legislation has been passed by two Senate committees, but there was no immediate word on when the Senate might take up the bill. Its passage reflected strong pro-Israel sentiment in Washington. Separately on Tuesday, Trump told Israeli and Arab leaders that he intends to move the U.S. Embassy in Israel to Jerusalem, changing decades-old U.S. policy, despite the Palestinians’ desire to have their capital in East Jerusalem. Trump’s fellow Republicans control majorities in both the House and Senate. Palestinian officials have said they intend to continue the payments, which they see as support for relatives of those imprisoned by Israel for fighting against occupation or who have died in connection with that cause. The measures moving through Congress now are not as severe as had been proposed. The legislation passed by the House had been amended to allow exceptions such as continued funding for water projects and children’s vaccinations. ",politicsNews
313," FRANKFURT/WASHINGTON (Reuters) - A U.S. federal investigator probing alleged Russian interference in the 2016 U.S. presidential election asked Deutsche Bank (DBKGn.DE) for data on accounts held by President Donald Trump and his family, a person close to the matter said on Tuesday, but Trump’s lawyer denied any such subpoena had been issued. Germany’s largest bank received a subpoena from Special Counsel Robert Mueller several weeks ago to provide information on certain money and credit transactions, the person said, without giving details, adding that key documents had been handed over in the meantime. Deutsche Bank has lent the Trump Organization hundreds of millions of dollars for real estate ventures and is one of the few major lenders that has given large amounts of credit to Trump in the past decade. A string of bankruptcies at his hotel and casino businesses during the 1990s made most of Wall Street wary of extending him credit. Mueller is investigating alleged Russian attempts to influence the election, and potential collusion by Trump aides. Russia has denied U.S. intelligence agencies’ conclusion that it meddled in the election and Trump has said there was no collusion with Moscow. Jay Sekulow, one of Trump’s personal lawyers, said Deutsche Bank has not received any subpoena for financial records relating to the president as part of Mueller’s probe. “We have confirmed that the news reports that the Special Counsel had subpoenaed financial records relating to the president are false,” Sekulow told Reuters in a statement. “No subpoena has been issued or received. We have confirmed this with the bank and other sources.” He later said the bank in question was Deutsche Bank. A spokesman for Mueller declined to comment. A Deutsche Bank spokesman in New York had no immediate comment beyond the statement the bank issued earlier on Tuesday which said the bank takes “its legal obligations seriously and remains committed to cooperating with authorized investigations into this matter.” A U.S. official with knowledge of Mueller’s probe said one reason for the subpoenas was to find out whether Deutsche Bank may have sold some of Trump’s mortgage or other loans to Russian state development bank VEB or other Russian banks that now are under U.S. and European Union sanctions. VEB, as well as the Russian Agricultural Bank and Gazprombank GZPRI.MM did not immediately reply to emailed requests for comment. “No one from the VTB Group (VTBR.MM) representatives has received a subpoena because there are absolutely no grounds for it,” a bank representative said in response to a request from Reuters. “Deutsche Bank did not contact us regarding people connected with the Trump administration.” “We would not comment on the existence of any such request, had one been received,” responded a representative of Sberbank (SBER.MM). Holding Trump debt, particularly if some of it was or is coming due, could potentially give Russian banks some leverage over Trump, especially if they are state-owned, said a second U.S. official familiar with Russian intelligence methods. “One obvious question is why Trump and those around him expressed interest in improving relations with Russia as a top foreign policy priority, and whether or not any personal considerations played any part in that,” the second official said, speaking on the condition of anonymity. A source close to Deutsche Bank said the bank had run checks on Trump’s financial dealings with Russia. During his election campaign, Trump said he would seek to improve ties with Russian President Vladimir Putin, which were strained during President Barack Obama’s administration. The subpoena was earlier reported by German daily Handelsblatt. During a photo opportunity with senators at the White House on Tuesday, Trump declined to answer shouted questions from reporters about whether Mueller had crossed a line by asking Deutsche Bank for information. In a July 9 interview with the New York Times, Trump said Mueller should not extend his investigation into Trump’s finances if they were not directly related to the Russia accusations. Asked if delving into his and his family’s finances unrelated to the Russia probe would cross a red line, Trump replied, “I would say yeah. I would say yes.” Deutsche Bank earlier this year rebuffed efforts by Democratic U.S. lawmakers to get more information on its dealings with Trump as well as any information it may have about whether the Republican, his family or advisers had financial backing from Russia. Trump had liabilities of at least $130 million to Deutsche Bank Trust Company Americas, a unit of the German bank, according to a federal financial disclosure form released in June by the U.S. Office of Government Ethics. The Deutsche debts include a loan exceeding $50 million for the Old Post Office, a historic property he redeveloped in downtown Washington, mortgages worth more than $55 million on a golf course in Florida, and a $25 million-plus loan on a Trump hotel and condominium in Chicago, the disclosure shows. All of those loans were taken out in 2012 and will mature in 2023 and 2024, according to the disclosure. Trump and Deutsche Bank have not always been on good terms. Trump sued the bank and other lenders in 2008, demanding $3 billion in damages, claiming they broke agreements in the construction and financing of a Chicago hotel. Deutsche Bank countersued and the two sides eventually settled. Internal Deutsche Bank documents seen by Reuters feature the names of Trump’s former campaign manager Paul Manafort and his wife, Kathleen, in a series of client profiles. But it was not immediately clear what their relationship with the bank is or had been. According to a person familiar with the matter who spoke on the condition of anonymity, Manafort and his wife do not have Deutsche Bank accounts. The bank declined to comment on whether Manafort is or has ever been a client. A spokesman for Manafort declined to comment. In October, Manafort pleaded not guilty to charges including conspiracy to launder money and conspiracy against the United States. The charges were brought as part of Mueller’s investigation. ",politicsNews
314,"WASHINGTON (Reuters) - A U.S. Senate committee advanced legislation Tuesday that would ease financial rules for banks for the first time since the 2007-2009 financial crisis. The Banking Committee advanced the legislative package by a vote of 16 to 7, where it now heads to the full Senate for consideration. The bill would ease regulatory requirements for banks with under $250 billion in assets, among other changes to rules imposed by the 2010 Dodd-Frank financial reform law. The bill is supported by nearly every Republican in the Senate and at least 12 Democrats, making its passage extremely likely. The high likelihood the changes may become law has led to intense lobbying by industry groups eager to see legal changes included in the measure that they view as beneficial. Over 100 amendments were proposed to the bill, primarily by Democrats looking to trim favorable provisions for banks and boosting consumer protections.  But the four moderate Democrats on the committee joined with the panel’s 12 Republicans to oppose any changes to the compromise package, which was first announced in November. While the bill seems likely to pass the Senate, its path forward remains unclear. Lawmakers are facing a busy December schedule, including efforts to finalize a tax cut package and the need to pass a funding bill to avert a government shutdown. “Financial regulation should promote safety and soundness while enabling a vibrant and growing economy,” said committee Chairman Mike Crapo. “The bill we are marking up today is the product of a thorough, robust process, and honest, bipartisan negotiations.” Proponents argue the bill would help spur the economy by encouraging lending. But critics argue it increases the risk of future crises while aiding banks that already enjoy record profits. “This bill is about helping the banks, including the largest of the largest,” said Senator Sherrod Brown.  The legislation makes a number of changes to heightened financial rules enacted as part of the 2010 Dodd-Frank financial reform law, with the relief aimed primarily at smaller banks and credit unions. However, there are a handful of provisions beneficial to larger banks, most notably exempting some larger banks from heightened regulatory scrutiny as “systemically important” financial institutions. The bill raises the threshold by which banks face those stricter rules from $50 billion in assets to $250 billion. Banks with assets between $50 billion and $100 billion would be exempt once the bill is enacted, while those with assets between $100 billion and $250 billion would be exempted 18 months later.  The Federal Reserve would have flexibility to release banks from stricter rules sooner, or reinstate them for scrutiny under certain conditions as part of the legislation. The bill also exempts banks with less than $10 billion in assets from several regulatory requirements, including the “Volcker Rule” ban on proprietary trading. ",politicsNews
